job_id,job_title,company_type,industry,country,city,remote_type,experience_level,min_experience_years,salary_min_usd,salary_max_usd,employment_type,posted_year,company_size,salary_avg_usd,salary_level,career_stage,is_remote_friendly,role_group
JGBRQE0UIFU8,Applied Scientist,Research Lab,Finance,UK,London,Onsite,Mid,2,104234,106924,Full-time,2020,Small,105579.0,Medium,Mid Level,False,Applied AI / Research
3B9FPXM71IX5,MLOps Engineer,Research Lab,Tech,India,Delhi,Onsite,Senior,5,147146,158491,Full-time,2020,Small,152818.5,High,Senior Level,False,Machine Learning
ZBSAV2XYRK0Z,MLOps Engineer,Research Lab,Education,UK,London,Hybrid,Senior,5,149625,158420,Full-time,2020,Small,154022.5,High,Senior Level,True,Machine Learning
E22DDZIYBHII,MLOps Engineer,Startup,Education,UK,Remote,Remote,Senior,5,144454,171115,Full-time,2021,Small,157784.5,High,Senior Level,True,Machine Learning
7XIO4ZLGF6UM,AI Researcher,Startup,Healthcare,USA,Seattle,Hybrid,Mid,2,104678,108197,Full-time,2026,Small,106437.5,Medium,Mid Level,True,AI Research
MYYBX465R5YG,Data Analyst,MNC,Healthcare,UK,Manchester,Onsite,Mid,2,93699,120284,Full-time,2021,Medium,106991.5,Medium,Mid Level,False,Data Analytics
WU19YJW59ZD8,Data Analyst,Startup,Finance,Australia,Remote,Remote,Entry,0,61746,84284,Full-time,2023,Small,73015.0,Low,Entry Level,True,Data Analytics
D3XZAA12CTMH,Machine Learning Engineer,Research Lab,Tech,USA,Remote,Remote,Entry,0,56081,83995,Full-time,2023,Medium,70038.0,Low,Entry Level,True,Machine Learning
9X07AMT6UAN2,AI Researcher,Startup,Retail,USA,San Francisco,Onsite,Entry,0,53756,76995,Full-time,2022,Medium,65375.5,Low,Entry Level,False,AI Research
HLHIQFKN1YQ4,Applied Scientist,Research Lab,Retail,Australia,Remote,Remote,Entry,0,55869,82899,Full-time,2023,Medium,69384.0,Low,Entry Level,True,Applied AI / Research
OZ3QUVR724BW,AI Researcher,Research Lab,Education,Canada,Vancouver,Hybrid,Mid,2,99501,120047,Full-time,2024,Large,109774.0,Medium,Mid Level,True,AI Research
KQIVCGUEGXXR,Applied Scientist,Startup,Retail,India,Bangalore,Onsite,Entry,0,53655,88105,Full-time,2025,Small,70880.0,Low,Entry Level,False,Applied AI / Research
CA955UVQ0EEY,Machine Learning Engineer,Research Lab,Retail,Australia,Sydney,Onsite,Entry,0,56242,65278,Full-time,2024,Medium,60760.0,Low,Entry Level,False,Machine Learning
GFHISF7IHFPW,Machine Learning Engineer,Research Lab,Retail,UK,Remote,Remote,Senior,5,145607,159920,Full-time,2021,Medium,152763.5,High,Senior Level,True,Machine Learning
388AORTY1JOW,AI Researcher,Startup,Finance,UK,Manchester,Hybrid,Entry,0,62057,67646,Full-time,2026,Medium,64851.5,Low,Entry Level,True,AI Research
Y86KCT7A1Y43,MLOps Engineer,MNC,Tech,Germany,Remote,Remote,Mid,2,96055,118755,Full-time,2025,Medium,107405.0,Medium,Mid Level,True,Machine Learning
711MECN5F86N,Applied Scientist,Research Lab,Education,Canada,Vancouver,Onsite,Senior,5,142382,162734,Full-time,2024,Large,152558.0,High,Senior Level,False,Applied AI / Research
BO65HRWV4PSH,MLOps Engineer,Research Lab,Education,India,Hyderabad,Onsite,Senior,5,143792,156137,Full-time,2021,Medium,149964.5,High,Senior Level,False,Machine Learning
2XQ8S1Z7U36B,MLOps Engineer,Startup,Finance,Germany,Remote,Remote,Senior,5,154083,157471,Full-time,2023,Medium,155777.0,High,Senior Level,True,Machine Learning
EGBQ7PUXH5HZ,Machine Learning Engineer,Research Lab,Tech,Germany,Remote,Remote,Senior,5,149223,160756,Full-time,2024,Medium,154989.5,High,Senior Level,True,Machine Learning
4PON1SSWLA20,Data Scientist,Startup,Education,Australia,Remote,Remote,Entry,0,53147,66954,Full-time,2025,Small,60050.5,Low,Entry Level,True,Data Science
DQ2ZZKGONEYC,AI Researcher,MNC,Retail,USA,New York,Hybrid,Mid,2,97393,105387,Full-time,2024,Small,101390.0,Medium,Mid Level,True,AI Research
1N6J6VCK435G,Data Analyst,MNC,Finance,India,Remote,Remote,Senior,5,148729,167339,Full-time,2024,Large,158034.0,High,Senior Level,True,Data Analytics
MLXJD61STH69,Data Scientist,Startup,Retail,Germany,Remote,Remote,Senior,5,145787,171911,Full-time,2021,Medium,158849.0,High,Senior Level,True,Data Science
PVCLDQC2H9BG,Applied Scientist,Startup,Healthcare,UK,Manchester,Onsite,Mid,2,100583,129552,Full-time,2022,Large,115067.5,Medium,Mid Level,False,Applied AI / Research
SCGLHDVNC6KH,Data Analyst,Research Lab,Tech,Australia,Remote,Remote,Mid,2,102151,107135,Full-time,2024,Small,104643.0,Medium,Mid Level,True,Data Analytics
4XYIK3APDGAV,Machine Learning Engineer,Startup,Healthcare,India,Remote,Remote,Mid,2,103465,127249,Full-time,2025,Large,115357.0,Medium,Mid Level,True,Machine Learning
KZ0J93CX5CIO,MLOps Engineer,Startup,Retail,Australia,Remote,Remote,Senior,5,145967,164180,Full-time,2021,Medium,155073.5,High,Senior Level,True,Machine Learning
RTNFD3Z6KL6W,Applied Scientist,MNC,Finance,Canada,Toronto,Onsite,Entry,0,56374,65417,Full-time,2026,Medium,60895.5,Low,Entry Level,False,Applied AI / Research
PZGL3AEES0M0,AI Researcher,MNC,Education,Australia,Sydney,Onsite,Mid,2,101653,123940,Full-time,2023,Large,112796.5,Medium,Mid Level,False,AI Research
56SDZ6HAHRVE,Applied Scientist,MNC,Healthcare,Australia,Remote,Remote,Mid,2,99617,116952,Full-time,2026,Small,108284.5,Medium,Mid Level,True,Applied AI / Research
2SU8EKIH34YB,Machine Learning Engineer,Startup,Tech,UK,Manchester,Onsite,Senior,5,153406,161467,Full-time,2026,Large,157436.5,High,Senior Level,False,Machine Learning
AS5T8TDJDAU1,Applied Scientist,Research Lab,Retail,Canada,Toronto,Hybrid,Mid,2,92196,111694,Full-time,2024,Large,101945.0,Medium,Mid Level,True,Applied AI / Research
GY9F7S0QI9ES,AI Researcher,Research Lab,Finance,USA,Austin,Hybrid,Senior,5,153219,165839,Full-time,2023,Medium,159529.0,High,Senior Level,True,AI Research
0S5H9JZC4ZKS,MLOps Engineer,MNC,Finance,USA,Remote,Remote,Mid,2,98750,127050,Full-time,2025,Large,112900.0,Medium,Mid Level,True,Machine Learning
KE0MC4DJKCPC,AI Researcher,MNC,Tech,Canada,Toronto,Hybrid,Entry,0,50033,67462,Full-time,2026,Medium,58747.5,Low,Entry Level,True,AI Research
QHADV2WVX48T,Data Scientist,Startup,Retail,India,Bangalore,Onsite,Entry,0,63131,72078,Full-time,2022,Large,67604.5,Low,Entry Level,False,Data Science
8SI2M8Z6FGLZ,AI Researcher,Research Lab,Tech,India,Hyderabad,Onsite,Mid,2,96373,124172,Full-time,2021,Medium,110272.5,Medium,Mid Level,False,AI Research
RRM3C6FNUE5D,Applied Scientist,Research Lab,Finance,Germany,Remote,Remote,Mid,2,102523,121363,Full-time,2020,Large,111943.0,Medium,Mid Level,True,Applied AI / Research
WFN3SJSUCW55,Machine Learning Engineer,Startup,Healthcare,USA,Boston,Hybrid,Senior,5,142770,156364,Full-time,2026,Small,149567.0,High,Senior Level,True,Machine Learning
YL8CX2A4MSE7,Machine Learning Engineer,Research Lab,Education,UK,Birmingham,Onsite,Mid,2,102564,109599,Full-time,2020,Large,106081.5,Medium,Mid Level,False,Machine Learning
F29KWFJTTF6F,Applied Scientist,MNC,Finance,India,Pune,Onsite,Senior,5,146341,157479,Full-time,2024,Medium,151910.0,High,Senior Level,False,Applied AI / Research
AAK9D2JCKRGN,Machine Learning Engineer,Research Lab,Education,UK,London,Hybrid,Entry,0,60764,82228,Full-time,2023,Medium,71496.0,Low,Entry Level,True,Machine Learning
ESWIQHBSHDTW,AI Researcher,Research Lab,Finance,UK,London,Hybrid,Senior,5,144471,165927,Full-time,2021,Medium,155199.0,High,Senior Level,True,AI Research
I0K9C2GHSP4A,Data Analyst,Research Lab,Finance,Germany,Munich,Onsite,Senior,5,149691,169464,Full-time,2022,Large,159577.5,High,Senior Level,False,Data Analytics
0333TJU0KKPK,Data Scientist,Startup,Education,UK,London,Hybrid,Senior,5,150231,155907,Full-time,2025,Medium,153069.0,High,Senior Level,True,Data Science
AU2HKRDV6G6T,MLOps Engineer,MNC,Healthcare,India,Chennai,Onsite,Senior,5,153641,165370,Full-time,2023,Medium,159505.5,High,Senior Level,False,Machine Learning
AMT1BM5BEHLR,MLOps Engineer,Research Lab,Finance,Australia,Melbourne,Hybrid,Senior,5,147717,166990,Full-time,2025,Small,157353.5,High,Senior Level,True,Machine Learning
77L577MBSMEX,Data Analyst,Startup,Retail,USA,New York,Onsite,Mid,2,104290,117978,Full-time,2020,Large,111134.0,Medium,Mid Level,False,Data Analytics
9UIBQAC78HCK,Machine Learning Engineer,Startup,Retail,India,Remote,Remote,Entry,0,63654,76382,Full-time,2026,Small,70018.0,Low,Entry Level,True,Machine Learning
NWWHEAU66KA1,MLOps Engineer,MNC,Education,India,Delhi,Onsite,Mid,2,95128,111900,Full-time,2025,Medium,103514.0,Medium,Mid Level,False,Machine Learning
W27KW3C03KKY,Data Scientist,MNC,Retail,Canada,Vancouver,Hybrid,Entry,0,63164,87189,Full-time,2023,Small,75176.5,Low,Entry Level,True,Data Science
7M8DZIREMFTM,AI Researcher,Research Lab,Healthcare,Australia,Sydney,Onsite,Mid,2,91232,121545,Full-time,2024,Medium,106388.5,Medium,Mid Level,False,AI Research
OP7SEMBQC29N,AI Researcher,MNC,Education,USA,Seattle,Onsite,Entry,0,58844,79342,Full-time,2022,Medium,69093.0,Low,Entry Level,False,AI Research
NGXS0W0PT536,Machine Learning Engineer,MNC,Finance,Canada,Remote,Remote,Mid,2,101036,122622,Full-time,2023,Small,111829.0,Medium,Mid Level,True,Machine Learning
JEE7DQXWK5WV,AI Researcher,MNC,Healthcare,Canada,Remote,Remote,Senior,5,146795,156843,Full-time,2022,Large,151819.0,High,Senior Level,True,AI Research
1CVCE8UGM5SK,Data Scientist,MNC,Finance,India,Remote,Remote,Entry,0,52022,71482,Full-time,2022,Medium,61752.0,Low,Entry Level,True,Data Science
LQ5KY9IF1ZSG,Data Analyst,Research Lab,Healthcare,India,Chennai,Hybrid,Mid,2,95818,118547,Full-time,2024,Medium,107182.5,Medium,Mid Level,True,Data Analytics
ZFWVNB2SR47A,AI Researcher,Research Lab,Tech,Canada,Remote,Remote,Senior,5,154674,158186,Full-time,2022,Large,156430.0,High,Senior Level,True,AI Research
6KWWKL46MNBF,Data Scientist,Startup,Retail,India,Delhi,Hybrid,Senior,5,141663,155945,Full-time,2025,Medium,148804.0,High,Senior Level,True,Data Science
5S1OHT8164L9,Machine Learning Engineer,Startup,Tech,USA,San Francisco,Onsite,Mid,2,102533,106131,Full-time,2021,Small,104332.0,Medium,Mid Level,False,Machine Learning
F2430PUYQLB0,Applied Scientist,MNC,Tech,India,Pune,Hybrid,Entry,0,64390,80447,Full-time,2025,Large,72418.5,Low,Entry Level,True,Applied AI / Research
3YVYSWM6DC8J,AI Researcher,Research Lab,Tech,India,Bangalore,Onsite,Entry,0,53197,66906,Full-time,2024,Large,60051.5,Low,Entry Level,False,AI Research
VH85RY1UIRVU,Machine Learning Engineer,Research Lab,Retail,UK,Remote,Remote,Senior,5,140432,178876,Full-time,2020,Small,159654.0,High,Senior Level,True,Machine Learning
HGZ567XXOGK4,Data Scientist,MNC,Finance,USA,Seattle,Hybrid,Mid,2,97100,110930,Full-time,2024,Large,104015.0,Medium,Mid Level,True,Data Science
9UQ6958D9K64,Data Scientist,MNC,Healthcare,Australia,Remote,Remote,Senior,5,141158,160452,Full-time,2022,Medium,150805.0,High,Senior Level,True,Data Science
2V5X36AAMD3B,Machine Learning Engineer,Research Lab,Healthcare,UK,Manchester,Hybrid,Senior,5,141648,165973,Full-time,2025,Large,153810.5,High,Senior Level,True,Machine Learning
XJAZYC9IX5HV,Data Scientist,Startup,Finance,India,Chennai,Onsite,Senior,5,151799,178223,Full-time,2022,Large,165011.0,Very High,Senior Level,False,Data Science
C10SISIT84G5,Applied Scientist,Research Lab,Education,USA,New York,Hybrid,Senior,5,143219,178080,Full-time,2021,Medium,160649.5,Very High,Senior Level,True,Applied AI / Research
F0SN42ZPBYTX,Machine Learning Engineer,MNC,Retail,India,Hyderabad,Onsite,Mid,2,91283,124881,Full-time,2022,Small,108082.0,Medium,Mid Level,False,Machine Learning
I72S31TH1P8N,Machine Learning Engineer,Startup,Education,USA,Boston,Onsite,Mid,2,94471,125544,Full-time,2026,Large,110007.5,Medium,Mid Level,False,Machine Learning
REAX70M93XPN,MLOps Engineer,MNC,Tech,Australia,Brisbane,Hybrid,Mid,2,99370,121019,Full-time,2024,Small,110194.5,Medium,Mid Level,True,Machine Learning
2YRI2KLLQSF2,Machine Learning Engineer,Startup,Finance,Canada,Toronto,Onsite,Senior,5,143457,169827,Full-time,2026,Medium,156642.0,High,Senior Level,False,Machine Learning
GUV6MZN4FAQT,Machine Learning Engineer,Research Lab,Retail,USA,New York,Onsite,Mid,2,102386,120587,Full-time,2023,Medium,111486.5,Medium,Mid Level,False,Machine Learning
G92AJBJ19UB3,Data Scientist,MNC,Education,Canada,Montreal,Hybrid,Mid,2,97503,121746,Full-time,2020,Medium,109624.5,Medium,Mid Level,True,Data Science
NVVUBI9ZJL18,AI Researcher,MNC,Education,Canada,Remote,Remote,Mid,2,100001,124598,Full-time,2025,Large,112299.5,Medium,Mid Level,True,AI Research
S97DGOBI9KRT,Data Analyst,Research Lab,Education,Australia,Melbourne,Onsite,Entry,0,52628,75081,Full-time,2026,Medium,63854.5,Low,Entry Level,False,Data Analytics
SAJ46FDQ5WL9,Data Scientist,Research Lab,Retail,Canada,Montreal,Onsite,Mid,2,91750,116028,Full-time,2023,Large,103889.0,Medium,Mid Level,False,Data Science
FSOCJB4ZVS9Y,Machine Learning Engineer,MNC,Education,Australia,Melbourne,Hybrid,Entry,0,51551,89931,Full-time,2022,Small,70741.0,Low,Entry Level,True,Machine Learning
NLOXQ28XTUEU,Machine Learning Engineer,Startup,Retail,Australia,Brisbane,Onsite,Mid,2,103024,122283,Full-time,2025,Large,112653.5,Medium,Mid Level,False,Machine Learning
E9K48EDUD3YN,Data Scientist,Research Lab,Healthcare,India,Remote,Remote,Entry,0,57697,87822,Full-time,2025,Medium,72759.5,Low,Entry Level,True,Data Science
TEVOG0XN7JQ3,Data Analyst,Research Lab,Retail,USA,Seattle,Hybrid,Entry,0,56164,82293,Full-time,2026,Large,69228.5,Low,Entry Level,True,Data Analytics
UWYIGF3XAOUS,Machine Learning Engineer,MNC,Tech,UK,Remote,Remote,Entry,0,61255,72177,Full-time,2021,Medium,66716.0,Low,Entry Level,True,Machine Learning
8J318X316GPD,Data Analyst,MNC,Education,UK,London,Onsite,Entry,0,63803,65116,Full-time,2021,Large,64459.5,Low,Entry Level,False,Data Analytics
0SN5IXRBPOYH,Data Analyst,Research Lab,Retail,India,Delhi,Onsite,Senior,5,149246,173143,Full-time,2020,Medium,161194.5,Very High,Senior Level,False,Data Analytics
ZDZJ5KBIIRK1,Machine Learning Engineer,MNC,Education,Australia,Remote,Remote,Entry,0,56233,83446,Full-time,2024,Medium,69839.5,Low,Entry Level,True,Machine Learning
IYRTSZR78OAK,Machine Learning Engineer,Research Lab,Tech,India,Remote,Remote,Senior,5,152370,163401,Full-time,2020,Small,157885.5,High,Senior Level,True,Machine Learning
VJBPYLLMKJ28,Data Scientist,Research Lab,Finance,Germany,Hamburg,Hybrid,Mid,2,104980,112250,Full-time,2024,Large,108615.0,Medium,Mid Level,True,Data Science
X9JPEPAMIXI0,MLOps Engineer,MNC,Finance,UK,London,Onsite,Mid,2,90607,121602,Full-time,2026,Large,106104.5,Medium,Mid Level,False,Machine Learning
65X9LFZLT9HO,Data Scientist,MNC,Tech,Canada,Remote,Remote,Mid,2,103136,113149,Full-time,2023,Small,108142.5,Medium,Mid Level,True,Data Science
H5W75QFGS2UP,Machine Learning Engineer,MNC,Education,India,Bangalore,Hybrid,Senior,5,149619,168826,Full-time,2025,Medium,159222.5,High,Senior Level,True,Machine Learning
61BT78Y5QQUS,Data Analyst,Startup,Healthcare,USA,San Francisco,Hybrid,Entry,0,64524,69675,Full-time,2022,Small,67099.5,Low,Entry Level,True,Data Analytics
772AB89LSFES,Applied Scientist,Startup,Retail,Australia,Brisbane,Onsite,Mid,2,90111,109989,Full-time,2021,Small,100050.0,Medium,Mid Level,False,Applied AI / Research
B1W8U3T0MRC8,Applied Scientist,Startup,Finance,Germany,Hamburg,Onsite,Entry,0,55746,82692,Full-time,2026,Medium,69219.0,Low,Entry Level,False,Applied AI / Research
1NQ7QCRJM8JA,Applied Scientist,MNC,Healthcare,India,Hyderabad,Onsite,Entry,0,52243,73456,Full-time,2023,Large,62849.5,Low,Entry Level,False,Applied AI / Research
3H7M4S06DH4N,Data Scientist,MNC,Tech,Australia,Remote,Remote,Entry,0,61287,77384,Full-time,2026,Large,69335.5,Low,Entry Level,True,Data Science
XB70BO1XONVQ,Applied Scientist,MNC,Education,Canada,Montreal,Hybrid,Mid,2,92333,109732,Full-time,2024,Medium,101032.5,Medium,Mid Level,True,Applied AI / Research
M6EA9IQZPGP5,AI Researcher,MNC,Finance,Germany,Berlin,Hybrid,Senior,5,153288,164896,Full-time,2020,Medium,159092.0,High,Senior Level,True,AI Research
X3QKKAE09GUQ,AI Researcher,Startup,Healthcare,UK,Remote,Remote,Mid,2,90550,123983,Full-time,2023,Small,107266.5,Medium,Mid Level,True,AI Research
FFDDIF6L9VKL,Machine Learning Engineer,Startup,Finance,Australia,Brisbane,Hybrid,Entry,0,53412,68528,Full-time,2024,Large,60970.0,Low,Entry Level,True,Machine Learning
RYEVKN1744TX,AI Researcher,Research Lab,Education,Canada,Vancouver,Hybrid,Mid,2,91907,106631,Full-time,2026,Large,99269.0,Medium,Mid Level,True,AI Research
4IV3DJUQ9254,MLOps Engineer,Research Lab,Healthcare,UK,Remote,Remote,Entry,0,50309,68451,Full-time,2020,Large,59380.0,Low,Entry Level,True,Machine Learning
5GF7OP1DULPL,MLOps Engineer,Research Lab,Education,Australia,Brisbane,Onsite,Entry,0,50652,82089,Full-time,2024,Large,66370.5,Low,Entry Level,False,Machine Learning
6ZWQFMXRS1CC,AI Researcher,Startup,Finance,USA,Remote,Remote,Entry,0,52719,75575,Full-time,2026,Large,64147.0,Low,Entry Level,True,AI Research
8XOL9GYB2UDW,Data Analyst,Research Lab,Finance,Australia,Remote,Remote,Mid,2,93118,110060,Full-time,2025,Small,101589.0,Medium,Mid Level,True,Data Analytics
ISVUGNHTVEXK,Data Scientist,Research Lab,Education,Australia,Brisbane,Onsite,Senior,5,143294,173132,Full-time,2020,Medium,158213.0,High,Senior Level,False,Data Science
JV5B80O2UIKJ,Data Analyst,Startup,Tech,India,Pune,Onsite,Mid,2,102237,129701,Full-time,2024,Large,115969.0,Medium,Mid Level,False,Data Analytics
3V4AWCD9DIHE,Applied Scientist,Research Lab,Tech,India,Chennai,Onsite,Entry,0,53387,69733,Full-time,2021,Small,61560.0,Low,Entry Level,False,Applied AI / Research
M6CC02SUGTCD,Data Analyst,MNC,Retail,Germany,Berlin,Onsite,Mid,2,103829,118821,Full-time,2024,Small,111325.0,Medium,Mid Level,False,Data Analytics
FL9154F3OIZE,Applied Scientist,Research Lab,Healthcare,USA,Boston,Onsite,Senior,5,143757,171575,Full-time,2020,Large,157666.0,High,Senior Level,False,Applied AI / Research
AISELN2TQKHV,AI Researcher,Startup,Education,Canada,Montreal,Onsite,Entry,0,63103,79880,Full-time,2023,Small,71491.5,Low,Entry Level,False,AI Research
HCVKJNB41E6L,Data Scientist,Startup,Retail,UK,Remote,Remote,Entry,0,55026,66536,Full-time,2022,Large,60781.0,Low,Entry Level,True,Data Science
Y2HWU26KIFNZ,Data Scientist,MNC,Retail,Canada,Toronto,Hybrid,Senior,5,144089,167684,Full-time,2020,Small,155886.5,High,Senior Level,True,Data Science
YA1QWXTSGP70,MLOps Engineer,MNC,Healthcare,Canada,Toronto,Onsite,Senior,5,142194,178621,Full-time,2022,Medium,160407.5,Very High,Senior Level,False,Machine Learning
RJB57WOXYJQL,Data Scientist,Startup,Finance,UK,Birmingham,Hybrid,Mid,2,96270,126714,Full-time,2022,Large,111492.0,Medium,Mid Level,True,Data Science
KBB77NEI598D,Machine Learning Engineer,Research Lab,Healthcare,Australia,Brisbane,Hybrid,Senior,5,142209,168069,Full-time,2025,Small,155139.0,High,Senior Level,True,Machine Learning
4YBMY1UASDKE,AI Researcher,Startup,Education,Canada,Remote,Remote,Mid,2,101625,105110,Full-time,2025,Medium,103367.5,Medium,Mid Level,True,AI Research
WLR57YUAL0US,Data Analyst,Startup,Tech,Germany,Frankfurt,Onsite,Mid,2,94413,117906,Full-time,2022,Small,106159.5,Medium,Mid Level,False,Data Analytics
90WMVBMJQGWC,Data Scientist,Research Lab,Finance,UK,Remote,Remote,Senior,5,143897,174164,Full-time,2023,Large,159030.5,High,Senior Level,True,Data Science
XNIOJJ83CU1U,Applied Scientist,MNC,Retail,Germany,Remote,Remote,Mid,2,101340,127422,Full-time,2020,Small,114381.0,Medium,Mid Level,True,Applied AI / Research
HNOG2BP35VU5,Data Scientist,MNC,Tech,Germany,Remote,Remote,Mid,2,94037,115956,Full-time,2022,Medium,104996.5,Medium,Mid Level,True,Data Science
WWMM032KKK5H,Machine Learning Engineer,Startup,Education,USA,New York,Onsite,Senior,5,142741,169786,Full-time,2021,Large,156263.5,High,Senior Level,False,Machine Learning
NZ2VF0SNYQ5G,Applied Scientist,Startup,Tech,India,Remote,Remote,Senior,5,153772,162301,Full-time,2021,Large,158036.5,High,Senior Level,True,Applied AI / Research
KTHB54LABW52,Machine Learning Engineer,Startup,Tech,Germany,Munich,Onsite,Entry,0,63633,77807,Full-time,2024,Medium,70720.0,Low,Entry Level,False,Machine Learning
ZGRLLCBI5XVP,Machine Learning Engineer,MNC,Finance,UK,Manchester,Onsite,Entry,0,63943,74562,Full-time,2024,Medium,69252.5,Low,Entry Level,False,Machine Learning
C0WX4EIOT3NR,AI Researcher,MNC,Finance,Canada,Vancouver,Hybrid,Mid,2,98092,123267,Full-time,2020,Medium,110679.5,Medium,Mid Level,True,AI Research
0V36E2W1W66K,MLOps Engineer,Research Lab,Retail,India,Delhi,Hybrid,Senior,5,152942,179873,Full-time,2025,Small,166407.5,Very High,Senior Level,True,Machine Learning
Y210778KKYRD,AI Researcher,MNC,Healthcare,Canada,Remote,Remote,Senior,5,140916,170614,Full-time,2024,Medium,155765.0,High,Senior Level,True,AI Research
9BX0XT8E2TI0,Applied Scientist,MNC,Retail,USA,Seattle,Onsite,Mid,2,100518,110811,Full-time,2026,Large,105664.5,Medium,Mid Level,False,Applied AI / Research
KI9HSYBOYL1W,Data Analyst,Research Lab,Education,India,Remote,Remote,Senior,5,143039,159898,Full-time,2023,Large,151468.5,High,Senior Level,True,Data Analytics
SEPT1OL2YVX3,MLOps Engineer,Research Lab,Healthcare,UK,Birmingham,Hybrid,Senior,5,149223,173326,Full-time,2024,Large,161274.5,Very High,Senior Level,True,Machine Learning
XTKFYL9LS8TU,Applied Scientist,MNC,Healthcare,Canada,Toronto,Hybrid,Senior,5,144643,175827,Full-time,2026,Medium,160235.0,Very High,Senior Level,True,Applied AI / Research
MTBYZ0ZOPONV,MLOps Engineer,Research Lab,Tech,UK,Birmingham,Onsite,Senior,5,141643,172323,Full-time,2023,Medium,156983.0,High,Senior Level,False,Machine Learning
TINXPO4B2W6V,Machine Learning Engineer,MNC,Tech,UK,Remote,Remote,Entry,0,64616,68477,Full-time,2025,Small,66546.5,Low,Entry Level,True,Machine Learning
UEJFNSFB4ODI,MLOps Engineer,Startup,Tech,Australia,Sydney,Hybrid,Mid,2,95268,115533,Full-time,2022,Small,105400.5,Medium,Mid Level,True,Machine Learning
NQGNVIATP42V,AI Researcher,Research Lab,Finance,Australia,Sydney,Hybrid,Mid,2,93646,105243,Full-time,2024,Large,99444.5,Medium,Mid Level,True,AI Research
ADYW699PMCXO,AI Researcher,Startup,Retail,Canada,Montreal,Hybrid,Mid,2,99602,105782,Full-time,2022,Large,102692.0,Medium,Mid Level,True,AI Research
58UPMRD79GAA,Data Analyst,Research Lab,Tech,USA,New York,Hybrid,Mid,2,94895,115486,Full-time,2024,Small,105190.5,Medium,Mid Level,True,Data Analytics
FVSSE799U9C7,Data Scientist,Startup,Education,Australia,Sydney,Onsite,Senior,5,153771,157012,Full-time,2021,Large,155391.5,High,Senior Level,False,Data Science
LNDT4PN4SQWA,Data Analyst,Startup,Education,Germany,Berlin,Onsite,Mid,2,100428,115575,Full-time,2024,Small,108001.5,Medium,Mid Level,False,Data Analytics
N2QCSO7CPX5U,MLOps Engineer,Research Lab,Education,India,Pune,Onsite,Entry,0,57035,72314,Full-time,2025,Small,64674.5,Low,Entry Level,False,Machine Learning
VR01T7BQLO02,MLOps Engineer,Startup,Retail,Germany,Remote,Remote,Entry,0,56524,79565,Full-time,2023,Medium,68044.5,Low,Entry Level,True,Machine Learning
BFFM2CEZ9U0C,Data Scientist,Startup,Healthcare,India,Delhi,Hybrid,Mid,2,93749,115865,Full-time,2021,Medium,104807.0,Medium,Mid Level,True,Data Science
CP4Z3OAPB9TJ,Data Analyst,MNC,Retail,India,Pune,Onsite,Entry,0,56981,68731,Full-time,2022,Large,62856.0,Low,Entry Level,False,Data Analytics
FDF8D0OBSGMM,MLOps Engineer,MNC,Retail,Australia,Brisbane,Hybrid,Entry,0,60902,71152,Full-time,2026,Medium,66027.0,Low,Entry Level,True,Machine Learning
EL3NU46RDJZP,Machine Learning Engineer,Research Lab,Education,UK,Birmingham,Hybrid,Entry,0,63296,74450,Full-time,2024,Medium,68873.0,Low,Entry Level,True,Machine Learning
APPDIQAI8662,Data Analyst,Research Lab,Education,Australia,Melbourne,Hybrid,Senior,5,154899,179913,Full-time,2021,Small,167406.0,Very High,Senior Level,True,Data Analytics
GRNMP5ZBC2GM,Machine Learning Engineer,Research Lab,Tech,India,Remote,Remote,Senior,5,141489,175986,Full-time,2022,Large,158737.5,High,Senior Level,True,Machine Learning
C4C6KTO2ZLKN,Machine Learning Engineer,Startup,Finance,India,Remote,Remote,Mid,2,92748,110785,Full-time,2023,Small,101766.5,Medium,Mid Level,True,Machine Learning
U0A7QQEIYMD4,Data Analyst,MNC,Finance,Germany,Hamburg,Onsite,Entry,0,60528,79756,Full-time,2024,Medium,70142.0,Low,Entry Level,False,Data Analytics
HHTRE3DCUMS7,Data Analyst,Startup,Healthcare,Germany,Hamburg,Hybrid,Senior,5,153979,163773,Full-time,2022,Large,158876.0,High,Senior Level,True,Data Analytics
E29S49ILR6P3,Data Scientist,MNC,Finance,India,Pune,Onsite,Mid,2,104193,127097,Full-time,2026,Small,115645.0,Medium,Mid Level,False,Data Science
OCH4KSYH71W8,Data Analyst,Research Lab,Education,Germany,Berlin,Onsite,Senior,5,150636,167563,Full-time,2021,Medium,159099.5,High,Senior Level,False,Data Analytics
Z9SIB98JNOYQ,Applied Scientist,MNC,Education,UK,London,Hybrid,Entry,0,63979,68498,Full-time,2026,Medium,66238.5,Low,Entry Level,True,Applied AI / Research
5AMW6IMKDGX0,MLOps Engineer,Startup,Retail,India,Pune,Onsite,Senior,5,140004,163398,Full-time,2025,Small,151701.0,High,Senior Level,False,Machine Learning
0YTTU1LPBSV5,MLOps Engineer,MNC,Tech,Germany,Remote,Remote,Entry,0,58062,89676,Full-time,2026,Large,73869.0,Low,Entry Level,True,Machine Learning
